arquivo,dataset,subset,caminho_relativo,caminho_completo,total_sentencas,total_palavras,total_silabas,media_silabas_por_sentenca,media_silabas_por_palavra
2344.txt,FakeBR_Human,,2344.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2344.txt,6,84,187,31.166666666666668,2.2261904761904763
1448.txt,FakeBR_Human,,1448.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1448.txt,12,189,395,32.916666666666664,2.0899470899470898
1603.txt,FakeBR_Human,,1603.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1603.txt,7,122,261,37.285714285714285,2.139344262295082
916.txt,FakeBR_Human,,916.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/916.txt,15,300,641,42.733333333333334,2.1366666666666667
2908.txt,FakeBR_Human,,2908.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2908.txt,24,358,773,32.208333333333336,2.159217877094972
1338.txt,FakeBR_Human,,1338.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1338.txt,15,225,514,34.266666666666666,2.2844444444444445
3448.txt,FakeBR_Human,,3448.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3448.txt,2,95,201,100.5,2.1157894736842104
2021.txt,FakeBR_Human,,2021.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2021.txt,12,154,331,27.583333333333332,2.1493506493506493
3133.txt,FakeBR_Human,,3133.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3133.txt,7,124,274,39.142857142857146,2.2096774193548385
3244.txt,FakeBR_Human,,3244.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3244.txt,8,235,531,66.375,2.2595744680851064
1490.txt,FakeBR_Human,,1490.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1490.txt,5,43,99,19.8,2.302325581395349
2509.txt,FakeBR_Human,,2509.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2509.txt,12,162,344,28.666666666666668,2.123456790123457
3424.txt,FakeBR_Human,,3424.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3424.txt,9,249,542,60.22222222222222,2.176706827309237
3476.txt,FakeBR_Human,,3476.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3476.txt,6,56,105,17.5,1.875
657.txt,FakeBR_Human,,657.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/657.txt,11,411,987,89.72727272727273,2.4014598540145986
1730.txt,FakeBR_Human,,1730.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1730.txt,14,191,379,27.071428571428573,1.9842931937172774
1702.txt,FakeBR_Human,,1702.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1702.txt,7,98,222,31.714285714285715,2.2653061224489797
2372.txt,FakeBR_Human,,2372.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2372.txt,7,148,328,46.857142857142854,2.2162162162162162
2958.txt,FakeBR_Human,,2958.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2958.txt,4,78,163,40.75,2.08974358974359
2857.txt,FakeBR_Human,,2857.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2857.txt,6,110,243,40.5,2.209090909090909
48.txt,FakeBR_Human,,48.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/48.txt,15,235,516,34.4,2.195744680851064
968.txt,FakeBR_Human,,968.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/968.txt,9,93,214,23.77777777777778,2.3010752688172045
2068.txt,FakeBR_Human,,2068.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2068.txt,5,125,258,51.6,2.064
970.txt,FakeBR_Human,,970.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/970.txt,11,140,319,29.0,2.2785714285714285
2819.txt,FakeBR_Human,,2819.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2819.txt,8,122,265,33.125,2.1721311475409837
2161.txt,FakeBR_Human,,2161.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2161.txt,8,99,219,27.375,2.212121212121212
1560.txt,FakeBR_Human,,1560.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1560.txt,6,84,166,27.666666666666668,1.9761904761904763
1199.txt,FakeBR_Human,,1199.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1199.txt,8,159,346,43.25,2.1761006289308176
3239.txt,FakeBR_Human,,3239.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3239.txt,7,105,222,31.714285714285715,2.1142857142857143
2557.txt,FakeBR_Human,,2557.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2557.txt,7,64,144,20.571428571428573,2.25
1377.txt,FakeBR_Human,,1377.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1377.txt,6,162,346,57.666666666666664,2.1358024691358026
2490.txt,FakeBR_Human,,2490.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2490.txt,11,162,344,31.272727272727273,2.123456790123457
3415.txt,FakeBR_Human,,3415.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3415.txt,7,147,307,43.857142857142854,2.0884353741496597
1300.txt,FakeBR_Human,,1300.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1300.txt,7,117,255,36.42857142857143,2.1794871794871793
1836.txt,FakeBR_Human,,1836.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1836.txt,12,249,535,44.583333333333336,2.1485943775100402
1176.txt,FakeBR_Human,,1176.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1176.txt,8,131,255,31.875,1.9465648854961832
3272.txt,FakeBR_Human,,3272.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3272.txt,10,203,449,44.9,2.2118226600985222
2310.txt,FakeBR_Human,,2310.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2310.txt,8,122,283,35.375,2.319672131147541
2077.txt,FakeBR_Human,,2077.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2077.txt,9,156,340,37.77777777777778,2.1794871794871793
1869.txt,FakeBR_Human,,1869.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1869.txt,7,135,313,44.714285714285715,2.3185185185185184
1617.txt,FakeBR_Human,,1617.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1617.txt,9,122,280,31.11111111111111,2.2950819672131146
899.txt,FakeBR_Human,,899.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/899.txt,12,199,427,35.583333333333336,2.1457286432160805
370.txt,FakeBR_Human,,370.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/370.txt,6,134,274,45.666666666666664,2.044776119402985
1546.txt,FakeBR_Human,,1546.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1546.txt,8,158,335,41.875,2.1202531645569622
3404.txt,FakeBR_Human,,3404.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3404.txt,12,265,551,45.916666666666664,2.079245283018868
933.txt,FakeBR_Human,,933.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/933.txt,12,370,772,64.33333333333333,2.0864864864864865
3139.txt,FakeBR_Human,,3139.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3139.txt,9,186,416,46.22222222222222,2.236559139784946
912.txt,FakeBR_Human,,912.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/912.txt,11,176,404,36.72727272727273,2.2954545454545454
3034.txt,FakeBR_Human,,3034.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3034.txt,10,154,363,36.3,2.357142857142857
3068.txt,FakeBR_Human,,3068.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3068.txt,4,78,180,45.0,2.3076923076923075
749.txt,FakeBR_Human,,749.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/749.txt,11,197,440,40.0,2.233502538071066
2539.txt,FakeBR_Human,,2539.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2539.txt,9,141,286,31.77777777777778,2.028368794326241
3459.txt,FakeBR_Human,,3459.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3459.txt,3,36,76,25.333333333333332,2.111111111111111
3004.txt,FakeBR_Human,,3004.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3004.txt,8,94,205,25.625,2.1808510638297873
1876.txt,FakeBR_Human,,1876.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1876.txt,4,86,199,49.75,2.313953488372093
927.txt,FakeBR_Human,,927.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/927.txt,12,414,949,79.08333333333333,2.292270531400966
368.txt,FakeBR_Human,,368.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/368.txt,4,63,136,34.0,2.1587301587301586
674.txt,FakeBR_Human,,674.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/674.txt,18,455,1012,56.22222222222222,2.2241758241758243
2752.txt,FakeBR_Human,,2752.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2752.txt,9,131,301,33.44444444444444,2.2977099236641223
174.txt,FakeBR_Human,,174.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/174.txt,16,280,571,35.6875,2.039285714285714
2165.txt,FakeBR_Human,,2165.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2165.txt,5,70,150,30.0,2.142857142857143
808.txt,FakeBR_Human,,808.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/808.txt,11,306,664,60.36363636363637,2.1699346405228757
1881.txt,FakeBR_Human,,1881.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1881.txt,13,321,716,55.07692307692308,2.230529595015576
3368.txt,FakeBR_Human,,3368.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3368.txt,9,154,332,36.888888888888886,2.155844155844156
2359.txt,FakeBR_Human,,2359.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2359.txt,8,153,358,44.75,2.3398692810457518
3456.txt,FakeBR_Human,,3456.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3456.txt,7,143,300,42.857142857142854,2.097902097902098
1205.txt,FakeBR_Human,,1205.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1205.txt,10,200,429,42.9,2.145
237.txt,FakeBR_Human,,237.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/237.txt,8,158,353,44.125,2.2341772151898733
2381.txt,FakeBR_Human,,2381.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2381.txt,28,378,784,28.0,2.074074074074074
478.txt,FakeBR_Human,,478.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/478.txt,14,256,599,42.785714285714285,2.33984375
3420.txt,FakeBR_Human,,3420.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3420.txt,8,145,301,37.625,2.075862068965517
222.txt,FakeBR_Human,,222.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/222.txt,4,90,207,51.75,2.3
3511.txt,FakeBR_Human,,3511.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/3511.txt,7,113,250,35.714285714285715,2.2123893805309733
1988.txt,FakeBR_Human,,1988.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1988.txt,10,135,296,29.6,2.1925925925925926
77.txt,FakeBR_Human,,77.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/77.txt,13,297,677,52.07692307692308,2.2794612794612794
267.txt,FakeBR_Human,,267.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/267.txt,12,251,540,45.0,2.151394422310757
785.txt,FakeBR_Human,,785.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/785.txt,9,251,544,60.44444444444444,2.1673306772908365
2760.txt,FakeBR_Human,,2760.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2760.txt,1,17,31,31.0,1.8235294117647058
352.txt,FakeBR_Human,,352.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/352.txt,7,163,360,51.42857142857143,2.208588957055215
250.txt,FakeBR_Human,,250.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/250.txt,6,78,166,27.666666666666668,2.128205128205128
1892.txt,FakeBR_Human,,1892.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1892.txt,9,167,332,36.888888888888886,1.9880239520958083
190.txt,FakeBR_Human,,190.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/190.txt,19,234,480,25.263157894736842,2.051282051282051
1308.txt,FakeBR_Human,,1308.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1308.txt,7,118,278,39.714285714285715,2.3559322033898304
2231.txt,FakeBR_Human,,2231.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2231.txt,6,94,200,33.333333333333336,2.127659574468085
2266.txt,FakeBR_Human,,2266.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2266.txt,8,92,210,26.25,2.282608695652174
1090.txt,FakeBR_Human,,1090.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1090.txt,12,192,446,37.166666666666664,2.3229166666666665
595.txt,FakeBR_Human,,595.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/595.txt,11,195,404,36.72727272727273,2.071794871794872
1514.txt,FakeBR_Human,,1514.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1514.txt,20,303,632,31.6,2.0858085808580857
1944.txt,FakeBR_Human,,1944.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1944.txt,11,98,204,20.4,2.0816326530612246
185.txt,FakeBR_Human,,185.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/185.txt,18,300,635,35.27777777777778,2.1166666666666667
1732.txt,FakeBR_Human,,1732.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1732.txt,19,336,745,39.21052631578947,2.2172619047619047
1165.txt,FakeBR_Human,,1165.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/1165.txt,24,384,855,35.625,2.2265625
2402.txt,FakeBR_Human,,2402.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2402.txt,15,173,378,25.2,2.184971098265896
936.txt,FakeBR_Human,,936.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/936.txt,8,137,318,39.75,2.321167883211679
995.txt,FakeBR_Human,,995.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/995.txt,6,159,348,58.0,2.188679245283019
454.txt,FakeBR_Human,,454.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/454.txt,10,203,458,45.8,2.2561576354679804
2844.txt,FakeBR_Human,,2844.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/Fake.br-Corpus-master/full_texts/fake_br_clean/2844.txt,6,112,254,42.333333333333336,2.267857142857143
